Brand,Model,Year,Engine_Size,Fuel_Type
Mercedes,E-Class,2013,2.9,Diesel
Honda,CR-V,2013,4.5,Diesel
Ford,Explorer,2002,1.6,Diesel
Toyota,Camry,2000,1.2,Hybrid
Hyundai,Tucson,2007,3.4,Diesel
Audi,A4,2000,1.8,Diesel
Toyota,RAV4,2018,3.0,Petrol
Chevrolet,Malibu,2005,1.5,Electric
Honda,CR-V,2020,4.0,Hybrid
BMW,3 Series,2022,2.5,Hybrid
Toyota,Camry,2007,2.2,Petrol
Mercedes,E-Class,2008,5.0,Electric
Hyundai,Sonata,2006,1.9,Hybrid
Kia,Rio,2000,3.5,Diesel
Volkswagen,Golf,2009,2.2,Electric
Honda,CR-V,2021,4.6,Hybrid
Toyota,Corolla,2006,3.7,Hybrid
Kia,Rio,2011,3.4,Petrol
Audi,A4,2011,3.6,Petrol
Volkswagen,Tiguan,2023,4.1,Hybrid
Hyundai,Tucson,2015,3.3,Petrol
Volkswagen,Passat,2005,2.1,Hybrid
Audi,A3,2004,4.6,Petrol
Mercedes,C-Class,2000,4.1,Petrol
Audi,A4,2005,3.1,Hybrid
Audi,A4,2008,3.6,Hybrid
Volkswagen,Golf,2006,1.4,Electric
Honda,CR-V,2004,2.2,Hybrid
Chevrolet,Impala,2019,2.3,Petrol
Ford,Fiesta,2012,3.0,Petrol
Kia,Sportage,2023,1.2,Electric
Audi,A4,2018,2.9,Diesel
Kia,Rio,2022,4.2,Hybrid
Audi,A4,2010,3.8,Diesel
Hyundai,Tucson,2023,3.4,Diesel
Chevrolet,Impala,2001,4.3,Diesel
Kia,Optima,2014,3.7,Petrol
BMW,3 Series,2013,1.5,Hybrid
Honda,Accord,2012,2.8,Hybrid
Ford,Focus,2002,2.8,Electric
Ford,Focus,2009,4.1,Electric
Hyundai,Tucson,2010,2.4,Hybrid
Toyota,Camry,2016,2.0,Hybrid
Kia,Optima,2013,1.8,Diesel
Ford,Fiesta,2002,1.7,Petrol
Audi,Q5,2023,3.6,Hybrid
Mercedes,GLA,2014,4.9,Electric
Audi,A4,2002,3.6,Petrol
Chevrolet,Impala,2008,3.6,Diesel
Chevrolet,Impala,2023,2.1,Petrol
Kia,Rio,2020,2.2,Diesel
Kia,Optima,2023,1.6,Petrol
BMW,5 Series,2001,1.2,Diesel
BMW,5 Series,2022,2.1,Electric
Honda,Accord,2008,4.4,Petrol
Hyundai,Elantra,2015,1.8,Diesel
Honda,Civic,2014,4.9,Petrol
BMW,3 Series,2023,3.2,Electric
Toyota,RAV4,2017,3.1,Diesel
Hyundai,Elantra,2023,3.1,Hybrid
Hyundai,Tucson,2011,2.7,Electric
Volkswagen,Golf,2008,2.0,Electric
Hyundai,Sonata,2007,1.8,Hybrid
Mercedes,GLA,2001,1.4,Diesel
Volkswagen,Passat,2006,3.8,Petrol
Chevrolet,Impala,2013,3.9,Diesel
Honda,CR-V,2002,3.9,Hybrid
Toyota,RAV4,2013,1.5,Petrol
Audi,A4,2022,4.0,Petrol
Volkswagen,Passat,2022,1.4,Petrol
Kia,Optima,2012,2.9,Hybrid
Audi,A4,2013,4.5,Hybrid
Volkswagen,Tiguan,2020,3.3,Petrol
Toyota,RAV4,2011,5.0,Hybrid
Honda,Civic,2003,3.5,Diesel
BMW,X5,2020,3.1,Diesel
Kia,Optima,2006,3.8,Electric
Hyundai,Elantra,2006,1.2,Diesel
BMW,3 Series,2021,2.1,Diesel
Chevrolet,Impala,2020,3.0,Hybrid
Kia,Rio,2006,4.1,Diesel
Volkswagen,Tiguan,2009,2.6,Electric
BMW,X5,2016,2.2,Diesel
Audi,A3,2022,4.5,Electric
Hyundai,Tucson,2018,1.6,Hybrid
BMW,X5,2007,3.5,Petrol
Audi,A4,2022,1.4,Hybrid
Volkswagen,Golf,2000,1.9,Hybrid
Volkswagen,Golf,2012,3.2,Petrol
Ford,Fiesta,2007,2.9,Diesel
Kia,Rio,2006,2.0,Electric
Ford,Focus,2020,2.2,Electric
Kia,Rio,2015,3.7,Diesel
Chevrolet,Equinox,2012,3.3,Petrol
Honda,Civic,2012,3.7,Diesel
Chevrolet,Malibu,2007,3.6,Diesel
Volkswagen,Tiguan,2012,1.3,Diesel
Ford,Focus,2006,3.3,Petrol
Toyota,Corolla,2007,2.1,Electric
Ford,Explorer,2007,4.9,Petrol
Audi,A4,2022,2.8,Hybrid
Chevrolet,Impala,2022,1.8,Petrol
Mercedes,GLA,2006,1.6,Hybrid
Volkswagen,Golf,2022,1.7,Hybrid
Hyundai,Elantra,2006,4.0,Electric
Kia,Optima,2011,1.6,Diesel
Honda,CR-V,2012,2.3,Diesel
Mercedes,C-Class,2004,3.2,Hybrid
Ford,Explorer,2010,3.2,Petrol
Chevrolet,Equinox,2003,3.5,Electric
Mercedes,E-Class,2021,4.8,Diesel
Mercedes,GLA,2022,1.3,Hybrid
Audi,A3,2019,3.2,Petrol
Honda,Civic,2023,4.6,Diesel
Mercedes,GLA,2010,1.7,Electric
Chevrolet,Equinox,2011,3.5,Hybrid
Chevrolet,Malibu,2019,2.5,Diesel
BMW,3 Series,2003,4.7,Diesel
Mercedes,GLA,2023,1.3,Electric
Toyota,Camry,2023,2.6,Diesel
Ford,Explorer,2007,2.7,Electric
Audi,A4,2010,2.2,Hybrid
Mercedes,GLA,2012,5.0,Diesel
BMW,3 Series,2008,3.4,Diesel
Chevrolet,Equinox,2007,4.0,Electric
Ford,Fiesta,2017,1.4,Diesel
Kia,Optima,2018,1.5,Petrol
Honda,Civic,2015,3.7,Petrol
Volkswagen,Golf,2013,3.3,Hybrid
Ford,Focus,2010,1.4,Electric
Toyota,Corolla,2005,4.5,Electric
Ford,Focus,2001,2.0,Diesel
Chevrolet,Equinox,2016,3.9,Hybrid
Kia,Sportage,2014,1.0,Petrol
Kia,Rio,2002,2.5,Petrol
Chevrolet,Malibu,2023,2.8,Hybrid
Audi,A3,2007,3.4,Petrol
Mercedes,E-Class,2008,3.8,Electric
Toyota,Camry,2008,2.6,Diesel
Hyundai,Sonata,2012,1.1,Hybrid
Kia,Optima,2017,4.6,Electric
Toyota,RAV4,2000,2.2,Petrol
Chevrolet,Malibu,2012,4.9,Electric
Volkswagen,Passat,2006,4.9,Electric
Hyundai,Tucson,2010,2.2,Diesel
BMW,X5,2020,2.4,Electric
Honda,CR-V,2012,3.1,Diesel
Honda,Accord,2017,1.0,Diesel
Honda,Accord,2013,4.6,Diesel
Volkswagen,Tiguan,2009,4.9,Petrol
Hyundai,Tucson,2003,1.1,Diesel
Kia,Rio,2004,4.9,Petrol
Volkswagen,Golf,2022,1.1,Petrol
Toyota,Corolla,2006,3.3,Electric
Audi,A4,2017,1.9,Diesel
Toyota,RAV4,2002,4.5,Petrol
Hyundai,Elantra,2005,2.0,Petrol
Audi,A3,2019,1.7,Electric
Ford,Fiesta,2010,2.6,Hybrid
Volkswagen,Passat,2020,4.3,Electric
Honda,Civic,2018,4.6,Diesel
Volkswagen,Golf,2004,2.9,Petrol
Hyundai,Elantra,2005,4.4,Hybrid
BMW,X5,2006,1.6,Petrol
Hyundai,Tucson,2023,4.5,Diesel
BMW,X5,2010,2.0,Hybrid
Kia,Optima,2022,5.0,Electric
Toyota,Corolla,2019,2.0,Electric
BMW,3 Series,2012,4.0,Diesel
Volkswagen,Golf,2001,3.3,Hybrid
Mercedes,C-Class,2020,2.5,Diesel
Audi,A3,2012,4.3,Diesel
Toyota,Camry,2002,1.7,Diesel
Ford,Focus,2003,3.3,Petrol
BMW,5 Series,2000,4.4,Hybrid
Volkswagen,Passat,2018,3.0,Diesel
BMW,5 Series,2008,2.6,Electric
Honda,Civic,2017,3.6,Electric
Hyundai,Tucson,2007,1.3,Hybrid
Mercedes,GLA,2004,3.1,Electric
Audi,Q5,2005,4.0,Hybrid
Mercedes,C-Class,2014,4.7,Diesel
Volkswagen,Tiguan,2008,2.6,Electric
BMW,5 Series,2017,4.4,Petrol
Volkswagen,Passat,2011,4.5,Diesel
Volkswagen,Golf,2005,1.0,Petrol
Ford,Fiesta,2007,4.1,Petrol
Chevrolet,Impala,2003,3.3,Hybrid
BMW,X5,2018,2.6,Petrol
Chevrolet,Malibu,2019,4.2,Diesel
Ford,Fiesta,2023,3.3,Hybrid
Audi,A4,2004,1.8,Electric
Ford,Explorer,2008,3.4,Diesel
Toyota,RAV4,2016,2.5,Diesel
Mercedes,C-Class,2010,4.3,Diesel
Honda,CR-V,2013,2.5,Hybrid
Audi,A3,2014,1.2,Electric
Audi,Q5,2020,4.4,Diesel
Volkswagen,Passat,2005,2.3,Hybrid
Audi,A4,2018,1.6,Petrol
Audi,A3,2015,3.4,Hybrid
Hyundai,Elantra,2002,4.3,Diesel
Volkswagen,Tiguan,2023,2.4,Diesel
Mercedes,E-Class,2004,3.3,Electric
Kia,Rio,2005,4.5,Petrol
Chevrolet,Impala,2020,4.8,Diesel
Chevrolet,Equinox,2011,3.3,Hybrid
BMW,5 Series,2007,4.0,Electric
Kia,Optima,2001,3.0,Hybrid
Audi,A4,2013,4.5,Hybrid
Kia,Optima,2021,1.6,Hybrid
Audi,A4,2009,4.7,Electric
Ford,Fiesta,2023,4.8,Petrol
Chevrolet,Impala,2021,2.6,Diesel
Hyundai,Sonata,2001,1.3,Petrol
Kia,Optima,2022,1.5,Petrol
Hyundai,Tucson,2007,2.5,Hybrid
Hyundai,Sonata,2005,4.7,Hybrid
Kia,Optima,2007,3.0,Electric
Kia,Rio,2005,3.5,Electric
Honda,Accord,2020,4.2,Diesel
Kia,Optima,2012,2.6,Diesel
Audi,A3,2013,2.1,Hybrid
Volkswagen,Passat,2005,3.2,Diesel
Audi,A3,2009,1.6,Electric
Ford,Fiesta,2010,4.1,Diesel
Kia,Optima,2007,4.2,Petrol
Ford,Focus,2015,2.0,Electric
Hyundai,Sonata,2007,2.2,Petrol
Honda,Civic,2021,1.7,Diesel
Audi,Q5,2014,1.1,Petrol
Ford,Fiesta,2022,3.8,Petrol
Volkswagen,Tiguan,2014,4.9,Diesel
Volkswagen,Golf,2019,3.4,Hybrid
Hyundai,Tucson,2011,1.5,Petrol
Honda,Accord,2021,3.7,Electric
Toyota,Corolla,2014,1.4,Hybrid
Chevrolet,Malibu,2005,3.2,Petrol
Audi,A3,2012,2.8,Petrol
Ford,Focus,2004,1.3,Diesel
Ford,Explorer,2010,1.0,Diesel
Hyundai,Elantra,2005,4.9,Petrol
BMW,5 Series,2010,2.9,Hybrid
Chevrolet,Equinox,2002,1.4,Electric
Kia,Optima,2010,2.4,Diesel
Volkswagen,Passat,2001,3.5,Electric
Volkswagen,Golf,2012,3.1,Electric
Ford,Focus,2004,1.7,Diesel
Ford,Fiesta,2013,2.3,Hybrid
BMW,X5,2002,3.3,Petrol
Audi,A3,2001,2.9,Petrol
Ford,Focus,2018,3.9,Hybrid
Audi,A3,2003,1.6,Petrol
Volkswagen,Tiguan,2005,2.1,Diesel
Toyota,RAV4,2021,2.3,Electric
Hyundai,Tucson,2012,4.1,Hybrid
Chevrolet,Impala,2013,4.1,Petrol
Honda,Civic,2022,3.7,Hybrid
Kia,Optima,2022,1.2,Hybrid
Honda,CR-V,2012,4.8,Electric
Audi,Q5,2015,3.7,Hybrid
Toyota,Camry,2019,2.5,Electric
BMW,X5,2000,1.2,Diesel
BMW,5 Series,2011,4.6,Electric
Audi,A3,2010,1.6,Hybrid
Chevrolet,Impala,2017,1.3,Diesel
Toyota,Camry,2001,3.4,Electric
Hyundai,Elantra,2009,2.4,Hybrid
BMW,3 Series,2021,3.8,Petrol
BMW,3 Series,2000,4.0,Electric
Mercedes,C-Class,2008,1.9,Electric
Volkswagen,Tiguan,2000,3.3,Hybrid
Honda,Accord,2012,2.2,Hybrid
Volkswagen,Tiguan,2018,1.2,Diesel
Chevrolet,Impala,2014,4.9,Electric
Chevrolet,Malibu,2002,3.2,Hybrid
Hyundai,Elantra,2016,4.3,Electric
Mercedes,E-Class,2019,4.6,Electric
Honda,CR-V,2001,1.2,Hybrid
Volkswagen,Tiguan,2000,1.5,Hybrid
Audi,Q5,2021,4.4,Electric
Ford,Explorer,2004,1.5,Diesel
Chevrolet,Malibu,2005,3.6,Diesel
Volkswagen,Tiguan,2008,3.7,Diesel
BMW,3 Series,2013,3.1,Petrol
Chevrolet,Impala,2012,3.0,Diesel
Hyundai,Elantra,2021,2.2,Electric
Toyota,Camry,2007,3.9,Electric
Audi,A3,2011,2.3,Diesel
Honda,Accord,2015,4.6,Electric
Mercedes,C-Class,2000,4.0,Petrol
BMW,5 Series,2014,2.1,Hybrid
Hyundai,Elantra,2010,1.7,Electric
Kia,Rio,2003,2.9,Diesel
Volkswagen,Golf,2001,3.7,Hybrid
Hyundai,Tucson,2020,3.4,Electric
Mercedes,GLA,2013,3.9,Hybrid
Kia,Rio,2005,4.3,Hybrid
Mercedes,E-Class,2019,2.7,Petrol
Toyota,RAV4,2023,2.4,Petrol
Ford,Fiesta,2013,4.7,Diesel
BMW,5 Series,2002,2.3,Petrol
Toyota,Corolla,2012,2.8,Electric
Chevrolet,Equinox,2019,2.8,Hybrid
Volkswagen,Golf,2011,1.8,Electric
Mercedes,C-Class,2015,4.0,Hybrid
Toyota,Camry,2010,4.7,Hybrid
Kia,Rio,2013,3.4,Petrol
Chevrolet,Malibu,2016,2.8,Hybrid
Honda,Accord,2018,1.8,Petrol
Volkswagen,Tiguan,2004,1.4,Diesel
Chevrolet,Malibu,2014,1.8,Hybrid
Ford,Focus,2010,1.8,Petrol
Hyundai,Elantra,2004,1.9,Diesel
Chevrolet,Impala,2011,1.8,Petrol
Ford,Focus,2010,4.0,Hybrid
Kia,Optima,2023,2.7,Hybrid
Chevrolet,Impala,2004,3.2,Petrol
Mercedes,GLA,2020,4.1,Petrol
Audi,A3,2009,3.4,Hybrid
Kia,Sportage,2022,2.0,Petrol
Chevrolet,Equinox,2017,3.7,Electric
Ford,Fiesta,2004,4.1,Hybrid
Honda,Civic,2011,2.4,Diesel
BMW,3 Series,2009,1.9,Petrol
BMW,3 Series,2012,3.8,Electric
Honda,Civic,2016,3.0,Petrol
Hyundai,Sonata,2015,4.0,Hybrid
BMW,3 Series,2023,4.3,Hybrid
Toyota,RAV4,2007,4.4,Electric
BMW,3 Series,2003,4.9,Diesel
Chevrolet,Impala,2005,3.3,Electric
Hyundai,Sonata,2002,3.0,Diesel
Honda,Accord,2002,4.1,Petrol
Toyota,Corolla,2005,1.6,Hybrid
Audi,A3,2015,3.7,Petrol
Chevrolet,Equinox,2006,2.8,Electric
Toyota,RAV4,2009,3.9,Electric
Toyota,RAV4,2022,1.0,Petrol
Chevrolet,Impala,2004,1.3,Diesel
Kia,Sportage,2017,4.2,Hybrid
Toyota,Corolla,2023,3.0,Hybrid
Toyota,RAV4,2014,4.0,Electric
Mercedes,E-Class,2017,4.1,Electric
BMW,5 Series,2000,3.4,Petrol
BMW,5 Series,2004,2.7,Electric
BMW,3 Series,2012,4.0,Diesel
Audi,A3,2022,2.2,Diesel
Kia,Sportage,2020,4.4,Hybrid
BMW,5 Series,2003,2.3,Hybrid
Kia,Rio,2010,3.0,Electric
Ford,Focus,2002,1.8,Petrol
Hyundai,Sonata,2012,4.7,Petrol
Ford,Explorer,2006,3.9,Electric
Honda,Accord,2012,4.5,Hybrid
Chevrolet,Equinox,2013,3.7,Petrol
Audi,Q5,2019,3.2,Petrol
BMW,3 Series,2013,3.2,Hybrid
Ford,Focus,2018,2.3,Electric
Honda,CR-V,2016,4.5,Hybrid
Chevrolet,Malibu,2014,4.4,Diesel
Ford,Explorer,2023,3.0,Petrol
Hyundai,Tucson,2006,3.3,Petrol
Audi,Q5,2004,1.8,Hybrid
Honda,Civic,2001,2.2,Diesel
Mercedes,C-Class,2010,1.8,Petrol
Hyundai,Elantra,2006,2.1,Diesel
Ford,Fiesta,2018,3.7,Petrol
Audi,A3,2008,3.3,Electric
Kia,Optima,2010,3.9,Petrol
Honda,CR-V,2020,4.0,Hybrid
Mercedes,E-Class,2014,3.8,Diesel
Toyota,Camry,2022,3.4,Electric
Kia,Sportage,2012,1.5,Electric
BMW,X5,2013,1.9,Diesel
Ford,Focus,2017,4.1,Diesel
Toyota,RAV4,2004,2.4,Petrol
Chevrolet,Impala,2023,3.5,Hybrid
Honda,Accord,2014,3.3,Diesel
Chevrolet,Malibu,2001,2.4,Electric
Hyundai,Sonata,2017,2.6,Hybrid
Toyota,Corolla,2000,3.5,Hybrid
Chevrolet,Equinox,2009,2.5,Electric
Chevrolet,Equinox,2013,1.3,Hybrid
Kia,Sportage,2020,3.5,Petrol
BMW,X5,2003,4.1,Diesel
Audi,A4,2000,2.3,Electric
Volkswagen,Golf,2010,3.1,Petrol
Chevrolet,Impala,2009,3.5,Petrol
Chevrolet,Impala,2014,3.1,Diesel
Toyota,Camry,2010,1.5,Electric
Honda,Civic,2018,1.7,Electric
Kia,Sportage,2019,1.3,Diesel
Chevrolet,Equinox,2004,2.5,Diesel
Volkswagen,Passat,2023,2.6,Hybrid
Kia,Rio,2010,4.8,Petrol
BMW,X5,2005,1.5,Hybrid
Kia,Sportage,2009,4.9,Petrol
BMW,5 Series,2004,2.4,Diesel
Toyota,Camry,2009,1.8,Electric
BMW,5 Series,2001,3.3,Electric
Chevrolet,Malibu,2016,4.6,Diesel
Honda,Accord,2000,4.2,Electric
Toyota,Corolla,2023,4.7,Diesel
BMW,5 Series,2015,1.8,Petrol
Mercedes,GLA,2003,1.3,Petrol
BMW,X5,2000,2.8,Petrol
Mercedes,E-Class,2014,4.2,Petrol
Audi,A4,2023,2.4,Hybrid
Mercedes,E-Class,2009,4.4,Electric
Honda,CR-V,2009,1.3,Hybrid
Audi,A3,2016,3.7,Electric
Volkswagen,Passat,2017,3.8,Hybrid
Chevrolet,Equinox,2008,4.8,Electric
Hyundai,Elantra,2016,4.3,Diesel
Volkswagen,Passat,2007,4.7,Petrol
Kia,Optima,2012,2.4,Diesel
Chevrolet,Equinox,2011,4.5,Diesel
Ford,Fiesta,2005,4.6,Petrol
BMW,5 Series,2007,4.4,Diesel
Kia,Sportage,2017,2.7,Petrol
Mercedes,GLA,2012,1.6,Diesel
Hyundai,Elantra,2005,1.7,Electric
Audi,A3,2018,4.4,Diesel
Volkswagen,Tiguan,2005,2.2,Electric
BMW,3 Series,2023,2.0,Hybrid
Ford,Fiesta,2019,4.3,Petrol
BMW,X5,2006,3.7,Hybrid
Hyundai,Tucson,2002,3.8,Hybrid
Audi,A4,2001,4.7,Hybrid
BMW,5 Series,2012,3.6,Diesel
Volkswagen,Passat,2016,2.4,Diesel
Ford,Fiesta,2006,1.2,Electric
Volkswagen,Passat,2005,3.5,Hybrid
Volkswagen,Passat,2003,4.0,Hybrid
Volkswagen,Tiguan,2011,2.6,Diesel
Ford,Focus,2003,4.6,Electric
Hyundai,Tucson,2001,1.4,Hybrid
BMW,X5,2008,2.4,Diesel
Toyota,RAV4,2006,2.3,Hybrid
Hyundai,Elantra,2008,3.1,Electric
Volkswagen,Passat,2023,3.6,Diesel
Audi,Q5,2012,3.1,Diesel
Honda,Accord,2008,3.7,Diesel
Volkswagen,Tiguan,2012,4.4,Petrol
Chevrolet,Impala,2022,3.7,Hybrid
Volkswagen,Passat,2005,2.6,Electric
BMW,5 Series,2002,1.7,Petrol
Honda,Civic,2003,3.3,Diesel
BMW,5 Series,2018,2.2,Petrol
Hyundai,Tucson,2007,3.7,Electric
Ford,Fiesta,2006,3.3,Electric
Hyundai,Tucson,2017,4.0,Petrol
Chevrolet,Impala,2010,2.7,Hybrid
Mercedes,E-Class,2020,4.8,Hybrid
Hyundai,Tucson,2000,3.7,Petrol
Chevrolet,Malibu,2013,1.3,Electric
BMW,5 Series,2018,3.9,Electric
Audi,A4,2023,2.2,Hybrid
Hyundai,Sonata,2010,2.6,Petrol
Chevrolet,Malibu,2018,3.6,Petrol
Honda,Accord,2009,4.6,Diesel
Audi,A3,2006,2.5,Diesel
Mercedes,GLA,2012,2.2,Hybrid
BMW,5 Series,2014,3.7,Diesel
Ford,Fiesta,2008,2.7,Petrol
Audi,Q5,2000,4.1,Electric
Audi,Q5,2009,4.8,Petrol
Audi,Q5,2016,3.1,Electric
Hyundai,Elantra,2019,2.2,Electric
Ford,Focus,2020,4.7,Diesel
Audi,A3,2016,4.4,Diesel
Kia,Optima,2000,3.9,Petrol
Volkswagen,Tiguan,2022,2.7,Petrol
Honda,CR-V,2021,1.3,Hybrid
Audi,A3,2009,4.9,Diesel
Toyota,RAV4,2011,2.5,Petrol
Ford,Fiesta,2004,4.8,Hybrid
Audi,A3,2015,4.1,Petrol
Ford,Explorer,2006,2.0,Diesel
Audi,A3,2014,3.8,Petrol
Volkswagen,Golf,2007,5.0,Electric
Hyundai,Sonata,2011,4.0,Electric
Audi,Q5,2017,2.1,Petrol
Volkswagen,Tiguan,2004,4.3,Petrol
Hyundai,Tucson,2002,3.5,Electric
Hyundai,Sonata,2012,1.8,Electric
Ford,Focus,2012,1.1,Electric
Mercedes,C-Class,2019,4.5,Electric
Volkswagen,Passat,2007,3.4,Electric
Chevrolet,Impala,2022,2.4,Diesel
Audi,A4,2005,1.4,Electric
Honda,Civic,2020,4.6,Electric
Mercedes,E-Class,2012,4.0,Hybrid
Audi,Q5,2005,1.5,Hybrid
Kia,Optima,2009,4.6,Hybrid
Honda,Civic,2016,2.6,Petrol
Hyundai,Sonata,2019,4.0,Diesel
Hyundai,Sonata,2015,3.8,Petrol
Hyundai,Elantra,2008,4.0,Electric
Toyota,Corolla,2017,2.6,Hybrid
Honda,Civic,2002,2.2,Diesel
Chevrolet,Malibu,2014,1.7,Diesel
Ford,Explorer,2014,1.2,Diesel
Ford,Fiesta,2004,1.7,Electric
BMW,5 Series,2017,3.4,Hybrid
Ford,Focus,2022,2.8,Electric
Honda,Civic,2023,2.7,Hybrid
Toyota,RAV4,2020,2.4,Petrol
Honda,Accord,2001,2.2,Electric
Toyota,RAV4,2003,1.8,Petrol
Kia,Rio,2021,4.4,Electric
Honda,CR-V,2002,2.3,Diesel
Honda,Civic,2013,1.9,Diesel
Chevrolet,Impala,2009,4.1,Petrol
Volkswagen,Golf,2006,1.1,Diesel
Kia,Rio,2014,1.1,Petrol
Mercedes,GLA,2017,4.2,Diesel
Ford,Explorer,2023,4.6,Electric
Chevrolet,Malibu,2003,4.4,Diesel
BMW,3 Series,2013,4.2,Electric
BMW,3 Series,2003,4.2,Hybrid
Volkswagen,Passat,2006,3.8,Hybrid
Honda,CR-V,2020,2.7,Petrol
Honda,Civic,2007,2.1,Hybrid
Mercedes,E-Class,2022,2.4,Petrol
Ford,Fiesta,2010,3.5,Electric
Volkswagen,Tiguan,2019,3.7,Petrol
Hyundai,Tucson,2001,1.2,Diesel
Honda,Accord,2023,4.9,Petrol
Audi,A3,2009,1.8,Hybrid
BMW,5 Series,2009,3.1,Petrol
Kia,Optima,2005,4.2,Hybrid
Kia,Sportage,2008,3.5,Hybrid
Audi,A3,2012,1.6,Hybrid
BMW,X5,2014,3.8,Petrol
Chevrolet,Malibu,2004,2.3,Diesel
Honda,CR-V,2001,1.4,Hybrid
Toyota,RAV4,2009,3.8,Hybrid
Honda,Civic,2006,1.3,Electric
Hyundai,Sonata,2008,1.2,Electric
Chevrolet,Impala,2009,2.4,Electric
BMW,5 Series,2002,3.4,Diesel
Volkswagen,Tiguan,2009,4.7,Petrol
Hyundai,Tucson,2010,1.8,Diesel
Honda,CR-V,2021,3.7,Hybrid
Kia,Sportage,2019,1.5,Diesel
Ford,Explorer,2017,3.2,Hybrid
BMW,3 Series,2012,4.0,Electric
Honda,Accord,2006,1.9,Diesel
Volkswagen,Golf,2002,4.7,Hybrid
Kia,Sportage,2012,1.5,Hybrid
Mercedes,E-Class,2007,4.5,Hybrid
Audi,A4,2012,1.5,Diesel
Ford,Focus,2017,2.0,Hybrid
Chevrolet,Equinox,2008,3.5,Petrol
Ford,Focus,2003,2.2,Electric
Volkswagen,Passat,2002,4.3,Hybrid
Ford,Explorer,2021,2.4,Petrol
Kia,Rio,2009,2.4,Diesel
Ford,Explorer,2004,1.8,Diesel
Volkswagen,Tiguan,2008,3.9,Diesel
Toyota,Corolla,2016,2.3,Hybrid
Volkswagen,Passat,2005,3.0,Hybrid
Mercedes,E-Class,2023,1.9,Petrol
Chevrolet,Equinox,2008,1.7,Electric
Ford,Focus,2019,4.5,Hybrid
Honda,Civic,2020,4.1,Diesel
Kia,Sportage,2003,4.1,Electric
Chevrolet,Malibu,2010,3.1,Petrol
Volkswagen,Golf,2000,3.4,Electric
Toyota,Corolla,2014,3.8,Hybrid
Ford,Focus,2004,1.5,Electric
Chevrolet,Equinox,2017,2.1,Hybrid
Volkswagen,Tiguan,2002,4.3,Petrol
Hyundai,Elantra,2017,1.9,Diesel
Hyundai,Tucson,2017,2.8,Petrol
Chevrolet,Impala,2021,2.8,Petrol
Toyota,Corolla,2010,2.7,Electric
Chevrolet,Equinox,2009,4.0,Petrol
Mercedes,C-Class,2022,3.1,Electric
Toyota,Camry,2005,1.7,Diesel
Volkswagen,Tiguan,2018,3.1,Electric
Honda,Civic,2001,3.4,Hybrid
Volkswagen,Golf,2008,3.3,Electric
Chevrolet,Equinox,2023,1.5,Hybrid
Honda,Civic,2005,4.8,Hybrid
Mercedes,GLA,2017,2.3,Hybrid
Toyota,Camry,2006,4.7,Petrol
Hyundai,Sonata,2017,3.0,Diesel
Honda,Accord,2021,4.8,Diesel
Kia,Rio,2003,3.6,Petrol
Audi,Q5,2017,2.5,Hybrid
Volkswagen,Tiguan,2019,4.0,Hybrid
Toyota,RAV4,2023,2.8,Diesel
BMW,5 Series,2022,1.5,Electric
Honda,Accord,2002,3.1,Petrol
Ford,Explorer,2000,1.8,Petrol
Ford,Explorer,2022,2.2,Petrol
Toyota,Camry,2017,4.8,Diesel
Ford,Explorer,2015,2.4,Hybrid
Chevrolet,Equinox,2006,3.6,Petrol
Kia,Sportage,2005,2.7,Diesel
Hyundai,Tucson,2018,1.4,Hybrid
Ford,Fiesta,2007,1.9,Petrol
Mercedes,GLA,2015,2.8,Hybrid
Ford,Fiesta,2005,1.1,Petrol
Honda,Civic,2001,1.2,Diesel
Honda,Accord,2017,1.1,Diesel
Chevrolet,Impala,2017,1.8,Hybrid
Chevrolet,Malibu,2008,4.0,Electric
Ford,Fiesta,2017,3.6,Electric
Honda,Civic,2004,2.8,Hybrid
Honda,Accord,2018,1.1,Electric
Kia,Optima,2016,1.4,Diesel
Chevrolet,Equinox,2013,1.1,Diesel
Honda,CR-V,2003,1.3,Electric
Audi,A4,2013,2.7,Hybrid
Volkswagen,Passat,2003,3.4,Petrol
Kia,Rio,2009,1.7,Hybrid
Honda,Civic,2007,3.5,Hybrid
Hyundai,Tucson,2008,1.0,Petrol
Ford,Focus,2001,2.6,Electric
Ford,Focus,2001,1.4,Electric
Honda,Civic,2011,4.5,Petrol
Kia,Optima,2004,1.1,Electric
Honda,CR-V,2007,1.6,Electric
Chevrolet,Malibu,2011,2.2,Diesel
Ford,Fiesta,2019,3.6,Electric
Honda,Civic,2011,2.6,Diesel
Chevrolet,Malibu,2016,3.8,Hybrid
Toyota,Camry,2005,3.5,Hybrid
Volkswagen,Tiguan,2013,3.1,Petrol
Audi,A4,2018,2.5,Petrol
Toyota,Corolla,2011,2.4,Electric
Honda,CR-V,2020,2.9,Electric
Chevrolet,Equinox,2005,2.5,Diesel
Volkswagen,Passat,2018,4.8,Electric
Kia,Rio,2001,4.6,Hybrid
Hyundai,Sonata,2003,4.8,Hybrid
Kia,Sportage,2023,1.7,Petrol
Mercedes,C-Class,2010,4.2,Electric
Toyota,Camry,2012,2.4,Petrol
Kia,Rio,2020,1.2,Petrol
Volkswagen,Golf,2000,2.7,Petrol
Kia,Rio,2023,3.7,Hybrid
